Created by PLY version 3.4 (http://www.dabeaz.com/ply)

Grammar

Rule 0     S' -> Pgm
    LAND            reduce using rule 77 (AE -> AE NEQ AE .)
    LOR             reduce using rule 77 (AE -> AE NEQ AE .)
    SEMICOLON       reduce using rule 77 (AE -> AE NEQ AE .)
    DO              reduce using rule 77 (AE -> AE NEQ AE .)
    RPAREN          reduce using rule 77 (AE -> AE NEQ AE .)
    THEN            reduce using rule 77 (AE -> AE NEQ AE .)
    COMMA           reduce using rule 77 (AE -> AE NEQ AE .)
    TIMES           shift and go to state 140
    SLASH           shift and go to state 145
    PLUS            shift and go to state 144
    MINUS           shift and go to state 148
    MOD             shift and go to state 146

  ! TIMES           [ reduce using rule 77 (AE -> AE NEQ AE .) ]
  ! SLASH           [ reduce using rule 77 (AE -> AE NEQ AE .) ]
  ! PLUS            [ reduce using rule 77 (AE -> AE NEQ AE .) ]
  ! MINUS           [ reduce using rule 77 (AE -> AE NEQ AE .) ]
  ! MOD             [ reduce using rule 77 (AE -> AE NEQ AE .) ]
  ! LT              [ shift and go to state 142 ]
  ! EQ              [ shift and go to state 147 ]
  ! GT              [ shift and go to state 137 ]
  ! GTEQ            [ shift and go to state 138 ]
  ! LTEQ            [ shift and go to state 139 ]
  ! NEQ             [ shift and go to state 149 ]
  ! LAND            [ shift and go to state 143 ]
  ! LOR             [ shift and go to state 141 ]


state 188

    (59) Do_while -> DO Stmt WHILE AE . SEMICOLON
    (68) AE -> AE . TIMES AE
    (69) AE -> AE . SLASH AE
    (70) AE -> AE . PLUS AE
    (71) AE -> AE . MINUS AE
    (72) AE -> AE . LT AE
    (73) AE -> AE . EQ AE
    (74) AE -> AE . GT AE
    (75) AE -> AE . GTEQ AE
    (76) AE -> AE . LTEQ AE
    (77) AE -> AE . NEQ AE
    (78) AE -> AE . LAND AE
    (79) AE -> AE . LOR AE
    (80) AE -> AE . MOD AE

    SEMICOLON       shift and go to state 202
    TIMES           shift and go to state 140
    SLASH           shift and go to state 145
    PLUS            shift and go to state 144
    MINUS           shift and go to state 148
    LT              shift and go to state 142
    EQ              shift and go to state 147
    GT              shift and go to state 137
    GTEQ            shift and go to state 138
    LTEQ            shift and go to state 139
    NEQ             shift and go to state 149
    LAND            shift and go to state 143
    LOR             shift and go to state 141
    MOD             shift and go to state 146


state 189

    (54) Print -> PRINT LPAREN AE RPAREN . SEMICOLON

    SEMICOLON       shift and go to state 203


state 190

    (36) Stmtstar -> Stmt Stmtstar .

    RCURLY          reduce using rule 36 (Stmtstar -> Stmt Stmtstar .)


state 191

    (55) Block -> LCURLY VarDeclstar Stmtstar RCURLY .

    CLASS           reduce using rule 55 (Block -> LCURLY VarDeclstar Stmtstar RCURLY .)
    INT             reduce using rule 55 (Block -> LCURLY VarDeclstar Stmtstar RCURLY .)
    BOOL            reduce using rule 55 (Block -> LCURLY VarDeclstar Stmtstar RCURLY .)
    VOID            reduce using rule 55 (Block -> LCURLY VarDeclstar Stmtstar RCURLY .)
    animal          reduce using rule 55 (Block -> LCURLY VarDeclstar Stmtstar RCURLY .)
    dog             reduce using rule 55 (Block -> LCURLY VarDeclstar Stmtstar RCURLY .)
    $end            reduce using rule 55 (Block -> LCURLY VarDeclstar Stmtstar RCURLY .)
    RCURLY          reduce using rule 55 (Block -> LCURLY VarDeclstar Stmtstar RCURLY .)
    WHILE           reduce using rule 55 (Block -> LCURLY VarDeclstar Stmtstar RCURLY .)
    PRINT           reduce using rule 55 (Block -> LCURLY VarDeclstar Stmtstar RCURLY .)
    LCURLY          reduce using rule 55 (Block -> LCURLY VarDeclstar Stmtstar RCURLY .)
    IF              reduce using rule 55 (Block -> LCURLY VarDeclstar Stmtstar RCURLY .)
    FOR             reduce using rule 55 (Block -> LCURLY VarDeclstar Stmtstar RCURLY .)
    DO              reduce using rule 55 (Block -> LCURLY VarDeclstar Stmtstar RCURLY .)
    RETURN          reduce using rule 55 (Block -> LCURLY VarDeclstar Stmtstar RCURLY .)
    INC             reduce using rule 55 (Block -> LCURLY VarDeclstar Stmtstar RCURLY .)
    DEC             reduce using rule 55 (Block -> LCURLY VarDeclstar Stmtstar RCURLY .)
    IDENTIFIER      reduce using rule 55 (Block -> LCURLY VarDeclstar Stmtstar RCURLY .)
    LPAREN          reduce using rule 55 (Block -> LCURLY VarDeclstar Stmtstar RCURLY .)
    NUMBER          reduce using rule 55 (Block -> LCURLY VarDeclstar Stmtstar RCURLY .)
    TRUE            reduce using rule 55 (Block -> LCURLY VarDeclstar Stmtstar RCURLY .)
    FALSE           reduce using rule 55 (Block -> LCURLY VarDeclstar Stmtstar RCURLY .)
    THIS            reduce using rule 55 (Block -> LCURLY VarDeclstar Stmtstar RCURLY .)
    SUPER           reduce using rule 55 (Block -> LCURLY VarDeclstar Stmtstar RCURLY .)
    INPUT           reduce using rule 55 (Block -> LCURLY VarDeclstar Stmtstar RCURLY .)
    NEW             reduce using rule 55 (Block -> LCURLY VarDeclstar Stmtstar RCURLY .)
    ELSE            reduce using rule 55 (Block -> LCURLY VarDeclstar Stmtstar RCURLY .)


state 192

    (58) While -> WHILE AE DO Stmt .

    PRINT           reduce using rule 58 (While -> WHILE AE DO Stmt .)
    LCURLY          reduce using rule 58 (While -> WHILE AE DO Stmt .)
    IF              reduce using rule 58 (While -> WHILE AE DO Stmt .)
    WHILE           reduce using rule 58 (While -> WHILE AE DO Stmt .)
    FOR             reduce using rule 58 (While -> WHILE AE DO Stmt .)
    DO              reduce using rule 58 (While -> WHILE AE DO Stmt .)
    RETURN          reduce using rule 58 (While -> WHILE AE DO Stmt .)
    INC             reduce using rule 58 (While -> WHILE AE DO Stmt .)
    DEC             reduce using rule 58 (While -> WHILE AE DO Stmt .)
    IDENTIFIER      reduce using rule 58 (While -> WHILE AE DO Stmt .)
    LPAREN          reduce using rule 58 (While -> WHILE AE DO Stmt .)
    NUMBER          reduce using rule 58 (While -> WHILE AE DO Stmt .)
    TRUE            reduce using rule 58 (While -> WHILE AE DO Stmt .)
    FALSE           reduce using rule 58 (While -> WHILE AE DO Stmt .)
    THIS            reduce using rule 58 (While -> WHILE AE DO Stmt .)
    SUPER           reduce using rule 58 (While -> WHILE AE DO Stmt .)
    INPUT           reduce using rule 58 (While -> WHILE AE DO Stmt .)
    NEW             reduce using rule 58 (While -> WHILE AE DO Stmt .)
    RCURLY          reduce using rule 58 (While -> WHILE AE DO Stmt .)
    CLASS           reduce using rule 58 (While -> WHILE AE DO Stmt .)
    INT             reduce using rule 58 (While -> WHILE AE DO Stmt .)
    BOOL            reduce using rule 58 (While -> WHILE AE DO Stmt .)
    VOID            reduce using rule 58 (While -> WHILE AE DO Stmt .)
    animal          reduce using rule 58 (While -> WHILE AE DO Stmt .)
    dog             reduce using rule 58 (While -> WHILE AE DO Stmt .)
    $end            reduce using rule 58 (While -> WHILE AE DO Stmt .)
    ELSE            reduce using rule 58 (While -> WHILE AE DO Stmt .)


state 193

    (110) NewObject -> NEW animal LPAREN RPAREN .

    DOT             reduce using rule 110 (NewObject -> NEW animal LPAREN RPAREN .)
    LSQR            reduce using rule 110 (NewObject -> NEW animal LPAREN RPAREN .)
    RSQR            reduce using rule 110 (NewObject -> NEW animal LPAREN RPAREN .)
    TIMES           reduce using rule 110 (NewObject -> NEW animal LPAREN RPAREN .)
    SLASH           reduce using rule 110 (NewObject -> NEW animal LPAREN RPAREN .)
    PLUS            reduce using rule 110 (NewObject -> NEW animal LPAREN RPAREN .)
    MINUS           reduce using rule 110 (NewObject -> NEW animal LPAREN RPAREN .)
    LT              reduce using rule 110 (NewObject -> NEW animal LPAREN RPAREN .)
    EQ              reduce using rule 110 (NewObject -> NEW animal LPAREN RPAREN .)
    GT              reduce using rule 110 (NewObject -> NEW animal LPAREN RPAREN .)
    GTEQ            reduce using rule 110 (NewObject -> NEW animal LPAREN RPAREN .)
    LTEQ            reduce using rule 110 (NewObject -> NEW animal LPAREN RPAREN .)
    NEQ             reduce using rule 110 (NewObject -> NEW animal LPAREN RPAREN .)
    LAND            reduce using rule 110 (NewObject -> NEW animal LPAREN RPAREN .)
    LOR             reduce using rule 110 (NewObject -> NEW animal LPAREN RPAREN .)
    MOD             reduce using rule 110 (NewObject -> NEW animal LPAREN RPAREN .)
    SEMICOLON       reduce using rule 110 (NewObject -> NEW animal LPAREN RPAREN .)
    DO              reduce using rule 110 (NewObject -> NEW animal LPAREN RPAREN .)
    RPAREN          reduce using rule 110 (NewObject -> NEW animal LPAREN RPAREN .)
    THEN            reduce using rule 110 (NewObject -> NEW animal LPAREN RPAREN .)
    COMMA           reduce using rule 110 (NewObject -> NEW animal LPAREN RPAREN .)


state 194

    (111) NewObject -> NEW dog LPAREN RPAREN .

    DOT             reduce using rule 111 (NewObject -> NEW dog LPAREN RPAREN .)
    LSQR            reduce using rule 111 (NewObject -> NEW dog LPAREN RPAREN .)
    RSQR            reduce using rule 111 (NewObject -> NEW dog LPAREN RPAREN .)
    TIMES           reduce using rule 111 (NewObject -> NEW dog LPAREN RPAREN .)
    SLASH           reduce using rule 111 (NewObject -> NEW dog LPAREN RPAREN .)
    PLUS            reduce using rule 111 (NewObject -> NEW dog LPAREN RPAREN .)
    MINUS           reduce using rule 111 (NewObject -> NEW dog LPAREN RPAREN .)
    LT              reduce using rule 111 (NewObject -> NEW dog LPAREN RPAREN .)
    EQ              reduce using rule 111 (NewObject -> NEW dog LPAREN RPAREN .)
    GT              reduce using rule 111 (NewObject -> NEW dog LPAREN RPAREN .)
    GTEQ            reduce using rule 111 (NewObject -> NEW dog LPAREN RPAREN .)
    LTEQ            reduce using rule 111 (NewObject -> NEW dog LPAREN RPAREN .)
    NEQ             reduce using rule 111 (NewObject -> NEW dog LPAREN RPAREN .)
    LAND            reduce using rule 111 (NewObject -> NEW dog LPAREN RPAREN .)
    LOR             reduce using rule 111 (NewObject -> NEW dog LPAREN RPAREN .)
    MOD             reduce using rule 111 (NewObject -> NEW dog LPAREN RPAREN .)
    SEMICOLON       reduce using rule 111 (NewObject -> NEW dog LPAREN RPAREN .)
    DO              reduce using rule 111 (NewObject -> NEW dog LPAREN RPAREN .)
    RPAREN          reduce using rule 111 (NewObject -> NEW dog LPAREN RPAREN .)
    THEN            reduce using rule 111 (NewObject -> NEW dog LPAREN RPAREN .)
    COMMA           reduce using rule 111 (NewObject -> NEW dog LPAREN RPAREN .)


state 195

    (60) for -> FOR LPAREN SEQ SEMICOLON . AEQ SEMICOLON SEQ RPAREN Stmt
    (63) AEQ -> . empty
    (64) AEQ -> . AE
    (4) empty -> .
    (68) AE -> . AE TIMES AE
    (69) AE -> . AE SLASH AE
    (70) AE -> . AE PLUS AE
    (71) AE -> . AE MINUS AE
    (72) AE -> . AE LT AE
    (73) AE -> . AE EQ AE
    (74) AE -> . AE GT AE
    (75) AE -> . AE GTEQ AE
    (76) AE -> . AE LTEQ AE
    (77) AE -> . AE NEQ AE
    (78) AE -> . AE LAND AE
    (79) AE -> . AE LOR AE
    (80) AE -> . AE MOD AE
    (81) AE -> . MINUS AE
    (82) AE -> . NOT AE
    (83) AE -> . Primary
    (84) AE -> . SE
    (85) AE -> . NewArray
    (86) Primary -> . intconst
    (87) Primary -> . true
    (88) Primary -> . false
    (89) Primary -> . this
    (90) Primary -> . super
    (91) Primary -> . Input
    (92) Primary -> . LPAREN AE RPAREN
    (93) Primary -> . FieldAccess
    (94) Primary -> . ArrayAccess
    (95) Primary -> . NewObject
    (45) SE -> . Assign
    (46) SE -> . MethodCall
    (112) NewArray -> . NEW Type DimExpr Dimstar
    (96) intconst -> . NUMBER
    (97) true -> . TRUE
    (98) false -> . FALSE
    (99) this -> . THIS
    (100) super -> . SUPER
    (101) Input -> . INPUT LPAREN RPAREN
    (103) FieldAccess -> . Primary DOT IDENTIFIER
    (104) FieldAccess -> . IDENTIFIER
    (102) ArrayAccess -> . Primary LSQR AE RSQR
    (110) NewObject -> . NEW animal LPAREN RPAREN
    (111) NewObject -> . NEW dog LPAREN RPAREN
    (47) Assign -> . Lhs EQUALS AE
    (48) Assign -> . Lhs Inc
    (49) Assign -> . Lhs Dec
    (50) Assign -> . Inc Lhs
    (51) Assign -> . Dec Lhs
    (105) MethodCall -> . FieldAccess LPAREN ArgsQ RPAREN
    (66) Lhs -> . FieldAccess
    (67) Lhs -> . ArrayAccess
    (53) Inc -> . INC
    (52) Dec -> . DEC

    SEMICOLON       reduce using rule 4 (empty -> .)
    MINUS           shift and go to state 98
    NOT             shift and go to state 106
    LPAREN          shift and go to state 74
    NEW             shift and go to state 99
    NUMBER          shift and go to state 55
    TRUE            shift and go to state 89
    FALSE           shift and go to state 83
    THIS            shift and go to state 87
    SUPER           shift and go to state 91
    INPUT           shift and go to state 61
    IDENTIFIER      shift and go to state 69
    INC             shift and go to state 68
    DEC             shift and go to state 62

    AEQ                            shift and go to state 204
    false                          shift and go to state 71
    true                           shift and go to state 79
    Input                          shift and go to state 59
    MethodCall                     shift and go to state 63
    NewArray                       shift and go to state 100
    empty                          shift and go to state 101
    AE                             shift and go to state 102
    Lhs                            shift and go to state 73
    intconst                       shift and go to state 75
    ArrayAccess                    shift and go to state 103
    Dec                            shift and go to state 78
    super                          shift and go to state 66
    Assign                         shift and go to state 80
    this                           shift and go to state 84
    FieldAccess                    shift and go to state 104
    Primary                        shift and go to state 105
    NewObject                      shift and go to state 88
    SE                             shift and go to state 107
    Inc                            shift and go to state 90

state 196

    (56) If -> IF AE THEN Stmt .
    (57) If -> IF AE THEN Stmt . ELSE Stmt

  ! shift/reduce conflict for ELSE resolved as shift
    CLASS           reduce using rule 56 (If -> IF AE THEN Stmt .)
    INT             reduce using rule 56 (If -> IF AE THEN Stmt .)
    BOOL            reduce using rule 56 (If -> IF AE THEN Stmt .)
    VOID            reduce using rule 56 (If -> IF AE THEN Stmt .)
    animal          reduce using rule 56 (If -> IF AE THEN Stmt .)
    dog             reduce using rule 56 (If -> IF AE THEN Stmt .)
    $end            reduce using rule 56 (If -> IF AE THEN Stmt .)
    RCURLY          reduce using rule 56 (If -> IF AE THEN Stmt .)
    WHILE           reduce using rule 56 (If -> IF AE THEN Stmt .)
    PRINT           reduce using rule 56 (If -> IF AE THEN Stmt .)
    LCURLY          reduce using rule 56 (If -> IF AE THEN Stmt .)
    IF              reduce using rule 56 (If -> IF AE THEN Stmt .)
    FOR             reduce using rule 56 (If -> IF AE THEN Stmt .)
    DO              reduce using rule 56 (If -> IF AE THEN Stmt .)
    RETURN          reduce using rule 56 (If -> IF AE THEN Stmt .)
    INC             reduce using rule 56 (If -> IF AE THEN Stmt .)
    DEC             reduce using rule 56 (If -> IF AE THEN Stmt .)
    IDENTIFIER      reduce using rule 56 (If -> IF AE THEN Stmt .)
    LPAREN          reduce using rule 56 (If -> IF AE THEN Stmt .)
    NUMBER          reduce using rule 56 (If -> IF AE THEN Stmt .)
    TRUE            reduce using rule 56 (If -> IF AE THEN Stmt .)
    FALSE           reduce using rule 56 (If -> IF AE THEN Stmt .)
    THIS            reduce using rule 56 (If -> IF AE THEN Stmt .)
